GLDesc,Asin,UPC,ItemDesc,Units,Total Price
gl_pc,B07NH3HKG9,751492622293,NVIDIA Quadro RTX 8000,1," $ 5,699.99 "
gl_pc,B0B444CTHL,824142292532,"MSI Titan GT77 17.3"" UHD 120Hz Gaming Laptop: Intel Core i9-12900HX RTX 3080 Ti 64GB DDR5 2TB NVMe SSD, Thunderbolt 4, USB-Type C, Cooler Boost Titan, Win11 Pro: Core Black 12UHS-006",1," $ 4,799.00 "
gl_pc,B09QL9SNFF,840006660002,"Corsair ONE i300 Compact Gaming PC (Intel Core i9-12900K CPU, NVIDIA GeForce RTX 3080 Ti Graphics, 32GB Corsair Vengeance DDR5 Memory, Thunderbolt 4, Windows 11 Pro) Black",1," $ 4,699.99 "
gl_pc,B09QLD7GNL,840006657255,"CORSAIR ONE i300 Compact Gaming PC, i9-12900K, Liquid-Cooled RTX 3080 Ti, 2TB M.2, 64GB DDR5-4800, Win11 Pro",1," $ 4,600.00 "
gl_camera,B09HHB3YFW,190021045354,"DJI Mavic 3 Cine Premium Combo, Drone with 4/3 CMOS Hasselblad Camera, 5.1K Video, Omnidirectional Obstacle Sensing, 46 Mins Flight, 15km Video Transmission, with DJI RC Pro,  Two Extra Batteries",1," $ 4,499.10 "
gl_pc,B0997D2164,810056144999,"Razer Blade Pro 17 Gaming Laptop 2021: Intel Core i7-11800H 8-Core, NVIDIA GeForce RTX 3080, 17.3"" FHD 360Hz, 32GB RAM, 1TB SSD - Chroma RGB - Thunderbolt 3 - SD Card Reader",1," $ 4,498.99 "
gl_pc,B09BBLWX6Y,840006636533,CORSAIR ONE PRO a200 Compact Workstation-Class PC - AMD Ryzen™ 9 5950X CPU - NVIDIA® GeForce RTX™ 3080 Graphics - 64GB CORSAIR Vengeance LPX DDR4 Memory,1," $ 4,149.59 "
gl_pc,B09RBG6N7Y,810056146351,"Razer Blade 17 Gaming Laptop: NVIDIA GeForce RTX 3080 Ti - 12th Gen Intel 14-Core i9 CPU - 17.3"" 4K 144Hz - 32GB DDR5 RAM - 1TB PCIe SSD - Windows 11 - Chroma RGB - Thunderbolt 4 - SD Card Reader",1," $ 4,117.24 "
gl_pc,B095BYB1M5,824142255100,MSI WE76 11UM FHD Mobile Workstation Intel Core i9-11980HK Quadro RTX A5000 32GB RAM 1TB NVME SSD WIN10 Pro TPM2.0 Fingerprint 3 Year onsite Warranty,1," $ 3,999.00 "
gl_pc,B095BSDM5V,824142253212,"MSI GS76 Stealth 17.3"" 4K Display Gaming Laptop: Intel Core i9-11900H, NVIDIA GeForce RTX 3080, 64GB, 2TB SSD, Wi-Fi 6, Thunderbolt 4, Win 10: Black 11UH-078",1," $ 3,999.00 "
gl_pc,B09YN75CBF,195553595001,"ASUS ROG Strix Scar 17 SE (2022) Gaming Laptop, 17.3â€ 240Hz IPS QHD, NVIDIA GeForce RTX 3080 Ti, Intel Core i9 Processor, 32GB DDR5, 2TB SSD, Per-Key RGB Keyboard, Windows 11 Pro, G733CX-XS97",1," $ 3,919.99 "
gl_pc,B09RBHLRDC,810056146290,"Razer Blade 15 Gaming Laptop: NVIDIA GeForce RTX 3080 Ti - 12th Gen Intel 14-Core i9 CPU - 15.6” 4K UHD 144Hz - 32GB DDR5 RAM, 1TB PCIe SSD - Windows 11 - CNC Aluminum - Chroma RGB - Thunderbolt 4",1," $ 3,829.99 "
gl_pc,B09RB91BBT,824142277683,"MSI Raider GE66 15.6"" UHD 4K 120Hz Gaming Laptop: Intel Core i9-12900HK RTX 3080 Ti 32GB DDR5 1TB NVMe SSD, USB-Type C, Thunderbolt 4, Cooler Boost 5, Win11 Home: Titanium Blue 12UHS-235",1," $ 3,719.00 "
gl_pc,B09RC6Y65Q,810056146276,"Razer Blade 15 Gaming Laptop: NVIDIA GeForce RTX 3080 Ti - 12th Gen Intel 14-Core i7 CPU - 15.6” QHD 240Hz - 32GB DDR5 RAM, 1TB PCIe SSD - Windows 11 - CNC Aluminum - Chroma RGB - Thunderbolt 4",1," $ 3,683.99 "
gl_pc,B0996D7Z3L,810075651188,"GIGABYTE AERO 17 HDR YD - 17.3"" UHD 4k IPS 300Hz, Intel Core i9, NVIDIA GeForce RTX 3080 Laptop GPU 8GB GDDR6, 32GB RAM, 512GB SSD+1TB SSD, Win10 Pro, Creator&Gaming Laptop(AERO 17 HDR YD-93US548SP)",1," $ 3,649.00 "
gl_pc,B087KXDMNS,811659036902,"Razer Blade Pro 17 Gaming Laptop 2020: Intel Core i7-10875H 8-Core, NVIDIA GeForce RTX 2080 Super, 17.3"" 4K 120Hz, 16GB RAM, 1TB SSD, CNC, Chroma RGB, Thunderbolt 3, SD Card Reader, Creator Ready",1," $ 3,593.30 "
gl_pc,B09576VQM5,824142253236,"MSI GE66 Raider 15.6"" UHD 4K Anti-Glare Thin Bezel Display, Intel Core i9-11980HK, NVIDIA GeForce RTX3080, 32GB, 2TB NVMe SSD, Win10, Titanium Blue (11UH-227)",1," $ 3,499.99 "
gl_pc,B07WJT7PXV,753218986320,"Wacom Mobile Studio Pro 16"" Windows 10, Intel Core i7, 512GB SSD: Second Generation",1," $ 3,499.95 "
gl_pc,B08VFKMTF2,813567029113,"GIGABYTE AERO 15 OLED YC - 15.6"" - Intel Core i9-10980HK - NVIDIA GeForce RTX 3080 8 GB GDDR6 - 64 GB RAM - 2TB SSD - Win10 Pro - Creator & Gaming Laptop (AERO 15 OLED YC-9US5760SP)",1," $ 3,499.00 "
gl_pc,B08ZJQ6NDG,195553107495,"ASUS ZenBook Pro Duo 15 OLED UX582 Laptop, 15.6” OLED 4K UHD Touch Display, Intel Core i9-10980HK, 32GB RAM, 1TB SSD, GeForce RTX 3070, ScreenPad Plus, Windows 10 Pro, Celestial Blue, UX582LR-XS94T",1," $ 3,459.00 "
gl_pc,B096TB8MRB,810075651171,"GIGABYTE AERO 15 OLED YD - 15.6"" UHD 4k AMOLED IPS, Intel Core i9, NVIDIA GeForce RTX 3080 Laptop GPU 8GB GDDR6, 32GB RAM, 512GB SSD + 1TB SSD, Win10 Pro, Creator Laptop (AERO 15 OLED YD-93US648SP)",1," $ 3,449.00 "
gl_pc,B081FV1Y57,190199267978,"2019 Apple MacBook Pro (16-inch, 16GB RAM, 1TB Storage, 2.3GHz Intel Core i9) - Space Gray",1," $ 3,438.45 "
gl_pc,B08SJT94PW,195553008907,"ASUS ROG Strix Scar 15 (2021) Gaming Laptop, 15.6” 165Hz IPS QHD, NVIDIA GeForce RTX 3080, AMD Ryzen 9 5900HX, 32GB DDR4, 1TB SSD, Opti-Mechanical Per-Key RGB Keyboard, Windows 10 Pro, G533QS-XS98Q",1," $ 3,426.30 "
gl_pc,B09RBBV1H1,824142280713,"MSI Stealth GS77 17.3"" QHD 240Hz Ultra Thin & Light Gaming Laptop: Intel Core i7-12700H RTX 3070 Ti 32GB DDR5 1TB NVMe SSD, USB-Type C, Thunderbolt 4, CNC Aluminum, Win11 Pro: Core Black 12UHS-041",1," $ 3,388.50 "
gl_pc,B09RBGSX3F,810056146658,"Razer Blade 14 Gaming Laptop: AMD Ryzen 9 6900HX CPU - NVIDIA GeForce RTX 3080 Ti - 14"" QHD 165Hz - 16GB DDR5 RAM - 1TB PCIe SSD - Windows 11 - Ultra-Thin - CNC Aluminum - Chroma RGB",1," $ 3,351.24 "
gl_pc,B09JQP37K3,194252548219,"2021 Apple MacBook Pro (16-inch, Apple M1 Max chip with 10‑core CPU and 32‑core GPU, 32GB RAM, 1TB SSD) - Silver",1," $ 3,349.00 "
gl_pc,B09RN27LHT,195553584708,"ASUS ROG Strix Scar 15 (2022) Gaming Laptop, 15.6” 240Hz IPS QHD Display, NVIDIA GeForce RTX 3080 Ti, Intel Core i9 12900H, 32GB DDR5, 1TB SSD, Per-Key RGB Keyboard, Windows 11 Pro, G533ZX-XS96",1," $ 3,349.00 "
gl_pc,B08SJF8TBM,810056141400,Razer Blade 15 Gaming Laptop: NVIDIA GeForce RTX 3080 - 10th Gen 8-Core Intel i7 CPU - 15.6” 4K OLED - 32GB RAM - 1TB SSD - CNC Aluminum - THX Spatial Audio - Thunderbolt 3 - Creator Ready,1," $ 3,299.99 "
gl_pc,B094PNSHC6,810056145064,Razer Blade 15 Gaming Laptop: NVIDIA GeForce RTX 3080 - 11th Gen Intel 8-Core i9 CPU - 15.6” 4K OLED - 32GB RAM - 1TB SSD - CNC Aluminum - Chroma RGB - THX Spatial Audio - Thunderbolt 3,1," $ 3,255.49 "
gl_pc,B09JQRGJF3,194252546833,"Apple 2021 MacBook Pro (16-inch, M1 Max chip with 10‑core CPU and 32‑core GPU, 32GB RAM, 1TB SSD) - Space Gray",1," $ 3,254.00 "
